logFC	AveExpr	t	P.Value	adj.P.Val	B	p.value.log10
P48681_S934	2.06262403172785	-0.719071495691785	14.8955726563352	2.77858627791157e-09	3.22514478686164e-07	11.8218855911046	6.49145078375008
Q9P260_S180	1.80708005620951	-0.942282216740615	15.6505281026085	4.64326707852219e-09	5.03020600173237e-07	11.4115526858633	6.29841422894334
O43493_S298	1.34009865239791	-0.00898970711446138	14.6328874459956	9.66161769336162e-09	9.8125804698204e-07	10.6646622609807	6.00821676872255
P48681_S578	2.08689050036215	-0.663995204320071	19.5653766479563	2.66106071526916e-08	2.54366097783082e-06	9.81069456400444	5.59454077245316
P29966_S46	1.22847472565673	-0.473125504064824	13.992821667066	4.43620700412586e-08	3.60441819085226e-06	9.23420603599799	5.44316482717042
Q8N7B6_S230	-1.06308038264535	1.05845257995694	-11.7551299655775	4.36249495515184e-08	3.60441819085226e-06	8.9787853655065	5.44316482717042
O43768_S109	-1.21842735754306	-1.37390467841778	-11.7547781760211	4.36398987715088e-08	3.60441819085226e-06	8.97842916135713	5.44316482717042
Q92609_S539	-0.893459317854759	-0.798601789485603	-11.4947401515972	5.63529085396674e-08	4.1666207548135e-06	8.71249293382171	5.38021602716145
Q92597_S330	0.571259280809343	0.202087971866417	11.4605672772486	5.82994814150693e-08	4.1666207548135e-06	8.67714897739896	5.38021602716145
Q9UDY2_S130	-1.30518494953328	0.219141012895091	-11.4490158048878	5.89737091450526e-08	4.1666207548135e-06	8.66518058145215	5.38021602716145
Q9UDY2_S986	-0.725336258837261	1.33831341829673	-11.1642755712891	7.8542984700709e-08	5.31801458911051e-06	8.36675318990095	5.27425047558634
P42224_S727	-2.19323349138568	-0.84438374142068	-11.0917018395091	8.45764942730698e-08	5.49747212774954e-06	8.28962677498765	5.25983696383989
Q86SQ0_S415	0.853297987415265	-1.20829210384471	11.8066055124927	9.6881134828209e-08	6.05507092676307e-06	8.28533389207649	5.21788076533325
Q6P597_S466	0.717981163862557	0.221175930730931	10.4657089305831	1.62910124326071e-07	9.80477600110611e-06	7.60567491258384	5.00856232372948
Q01581_S495	-0.808095790961246	1.38611601229328	-10.4170879502621	1.71647842753241e-07	9.96170515978629e-06	7.55110646681903	5.00166631638528
P36507_T394	-0.630248509660107	0.395658589151581	-10.3006987476219	1.94672568314293e-07	1.08777307857714e-05	7.41960559631046	4.96346169379266
Q9UDY2_S1067	-1.50160361128556	0.583601882111482	-10.2721154063875	2.00819645275779e-07	1.08777307857714e-05	7.38712084517862	4.96346169379266
Q9UDY2_S266	-0.701176002786917	0.476865363053078	-10.1658165680489	2.25571153238344e-07	1.18242943229777e-05	7.26564793642556	4.92722476862666
O60784_S461	-0.826609840908002	0.233108150748204	-10.0663057785151	2.51722814224208e-07	1.2782799159823e-05	7.15097276666233	4.8933740345537
Q07960_S51	-0.630415336580869	0.231760752826362	-9.86988450169864	3.13377977067026e-07	1.54314912949672e-05	6.9218504764951	4.81159210181247
Q5VZK9_S968	-0.809659219338173	-0.650383989632151	-9.83887358174237	3.24509243055202e-07	1.55096329401383e-05	6.88533623890933	4.80939848032687
Q9P2F8_S162	-1.6164589912525	-0.891512300479513	-10.3368810240741	3.91015557129759e-07	1.76500077871072e-05	6.82927677554173	4.75325509866727
O60271_S183	-1.77319948985231	-1.53919898602966	-10.9207421780384	5.01588305579506e-07	2.14494999096499e-05	6.72539837576915	4.66858282884109
Q9UDY2_S1159	-0.694247202935008	0.69847067737505	-9.67907624109093	3.88992308487927e-07	1.76500077871072e-05	6.69568488870661	4.75325509866727
Q12888_S294	0.781925339142512	0.138162358131659	9.62795703068371	4.12417460926387e-07	1.81129290271724e-05	6.63448114481611	4.74201131459589
P48681_T845	2.50937478751166	0.00717191297665978	10.0117728064769	5.44323189144164e-07	2.19971236557751e-05	6.48281579977019	4.65763410381838
P11137_S1782	0.897532050012386	-0.991662055699389	9.42587361762696	5.20922994650519e-07	2.1705124777105e-05	6.38995295097672	4.66343771317233
Q5TAQ9_S99	-0.712822737816496	0.156022107867001	-9.88295363621989	6.22061512244818e-07	2.40678561285197e-05	6.34288628316894	4.61856259327381
O95425_S245	-0.81137598759892	-1.11262548856474	-9.37161392325995	5.55004350699557e-07	2.19971236557751e-05	6.32358686535271	4.65763410381838
Q9BRS2_S22	-0.5522109480217	0.00703091616922956	-9.15807450952111	7.14196739067927e-07	2.69899930461717e-05	6.05942738282703	4.56879722733713
Q9H6Z4_S333	-0.685919351970112	0.0863818065976207	-9.54508235260344	8.88874504276417e-07	3.07323631797697e-05	5.96848103062379	4.51240404317762
Q13428_S156	-0.931440091595639	-0.616849774921337	-9.04006044207275	8.22592104108823e-07	3.03798220267463e-05	5.91136984116231	4.51741477468088
P53621_S359	-0.841296756637459	0.0113682725027593	-8.98703209744858	8.76913564183294e-07	3.07323631797697e-05	5.84435493528419	4.51240404317762
Q5SW79_S838	-0.664081989009493	0.757969643219379	-8.98354465828662	8.80618038612739e-07	3.07323631797697e-05	5.83993700825481	4.51240404317762
Q32MZ4_S714	-0.633800840567938	-0.48553637787844	-9.42457518822822	1.01201371176763e-06	3.22455349337727e-05	5.83228699480397	4.4915304139861
Q9Y2W1_S379	-0.510163315151109	-0.31768233719056	-8.90463082509793	9.69077437757034e-07	3.22455349337727e-05	5.73961467992755	4.4915304139861
P48681_S768	1.63423935666506	0.136359867666591	8.89486621768791	9.8066706244292e-07	3.22455349337727e-05	5.72715380352296	4.4915304139861
Q9UQN3_S199	0.606662901243809	-0.585225147261414	8.88392903811587	9.93824617297326e-07	3.22455349337727e-05	5.71318417672556	4.4915304139861
P80723_T36	0.940951083028714	-1.3103645223044	9.18578908311861	1.31382565367209e-06	3.95364201336509e-05	5.55816564598216	4.40300265688845
P84157_S144	-0.95339820064616	0.291180012107616	-8.70846358192325	1.23283515204552e-06	3.80994867484144e-05	5.48726389373751	4.41908087481868
P42566_S324	-0.607333225936019	-0.755549855580993	-8.70207030276829	1.24262941394828e-06	3.80994867484144e-05	5.47896757565422	4.41908087481868
P29966_S27	0.850781559111334	0.59770489103608	8.58046674580177	1.44565863386753e-06	4.2712641455177e-05	5.32029122807408	4.36944356989992
P29966_T150	0.737418365936554	0.159953986078863	8.53184204158656	1.53651960842402e-06	4.45865064944471e-05	5.25637345174999	4.35079655477804
P13796_T291	-0.903313208202862	-1.1568125935002	-8.70782419090913	2.25161080370129e-06	6.05127404445899e-05	4.99187357904203	4.21815317869848
Q13428_S1228	-0.865244181432478	0.0463691078765145	-8.32995826538741	1.98444303885502e-06	5.58353823565653e-05	4.98808748101178	4.25309050549925
Q08J23_S751	-0.626803523002936	0.966564763829116	-8.32663428447054	1.99289364718818e-06	5.58353823565653e-05	4.98363060785073	4.25309050549925
Q14160_S1220	1.90750517956598	-1.07329036994898	8.67764888524509	2.33126218945147e-06	6.05127404445899e-05	4.95530890222613	4.21815317869848
P30050_S38	-0.809359720002157	-0.469129679800141	-8.63035377845715	2.46226546379459e-06	6.15566365948647e-05	4.89780059497583	4.21072511769364
Q9NQG6_T61	-0.500685819989901	-1.11052080544501	-8.25392939514004	2.18767727064955e-06	6.02538231322969e-05	4.88582193497503	4.22001539169777
Q9BVS4_S390	-1.96148567067891	-0.914935262789155	-8.21558521610954	2.2985044223482e-06	6.05127404445899e-05	4.8339873329274	4.21815317869848
Q3KQU3_S116	0.412969112751035	-0.598265153212316	8.19412680565253	2.36312843997996e-06	6.05127404445899e-05	4.80490336533945	4.21815317869848
P53999_S118	-0.591492419989224	-0.554306662300313	-8.18756628857598	2.38327100827923e-06	6.05127404445899e-05	4.79600056583008	4.21815317869848
Q9GZT9_S125	-1.97925240066701	-1.28026103668777	-8.92570800023846	3.38985752535729e-06	7.75847673057127e-05	4.71989584487193	4.11022353807763
Q13144_S544	0.400806189969606	0.236378633705925	8.10481452189655	2.65368710349511e-06	6.50257363875355e-05	4.68326383053297	4.18691472091245
P42696_S14	-0.752442428275558	-0.742906082630512	-8.08915468868995	2.70844879824033e-06	6.50257363875355e-05	4.66183750993636	4.18691472091245
P48681_S355	1.40289915367097	-0.0649447797068568	8.08559142556254	2.72107696883226e-06	6.50257363875355e-05	4.65695801927073	4.18691472091245
P43487_T18	-0.828162557829361	0.826221711675612	-7.98116652746224	3.12050614495057e-06	7.34901809499229e-05	4.5132798289062	4.13377068328498
Q9UHY1_T433	0.404884292786906	0.563076625828687	7.97001825643214	3.16670565456859e-06	7.35128098381993e-05	4.49786290369479	4.13363697714288
Q86SQ0_S334	1.25056403029236	-1.11024845422771	8.20192442840255	4.08314070130502e-06	9.08918306797351e-05	4.365556528561	4.04147514923291
Q52LW3_S949	0.56284308599695	0.0285387717098656	7.8663487674961	3.6329642916986e-06	8.1993985750142e-05	4.35377214277164	4.08621800190064
P36507_S23	-0.860148802448858	0.361353396684992	-7.76789663208681	4.14398860159277e-06	9.09997496971385e-05	4.21570959935677	4.04095980224265
P51858_S133	-0.557449683339312	-0.0364484623832353	-7.72340163723074	4.39960814076603e-06	9.53248430499307e-05	4.15291851088118	4.02079390110916
Q00839_S59	-0.623128022931516	0.109852752707432	-7.7042449241932	4.51478956111453e-06	9.65333294317251e-05	4.12580865046865	4.01532271474753
Q9H019_S238	-0.684886123488545	-0.110289666037913	-7.65246012223963	4.8425328254036e-06	0.000102196309627024	4.05229485103775	3.99056478656487
O60784_S462	-0.641768646022258	-0.457024235458573	-7.59202603838039	5.25736466572488e-06	0.000109528430535935	3.96607628798397	3.9604731354153
Q6PID6_S197	-0.556538015723779	-0.746517550236026	-7.58221235655641	5.32822632562321e-06	0.000109599592140984	3.95203205525203	3.96019106201269
Q13501_S366	-0.503498993853186	1.44580965604847	-7.50108784434242	5.95447236242429e-06	0.000119657563390753	3.83546807753916	3.92205984502334
P08559_S232	0.52415004894675	0.47136124726432	7.49986769187066	5.9644693136314e-06	0.000119657563390753	3.83370850935411	3.92205984502334
Q765P7_S612	0.538757151062193	-0.267564783068354	7.48749704299847	6.06683949406715e-06	0.000120227002169014	3.81585821316378	3.91999798178409
Q96TC7_S46	-0.886584914927458	0.16668384891471	-9.09090062844949	1.25060003827916e-05	0.000207369904306493	3.75175807469612	3.68325427273979
Q5JTV8_S215	-0.868037121551162	-0.516967370679286	-7.41689009577493	6.68808890294421e-06	0.000130941499605835	3.71360091473711	3.88292268963359
Q02952_S371	0.649316064527762	-0.0783245737949042	7.36323024736546	7.2053981480139e-06	0.000139390142744316	3.63545930555075	3.85576793716423
P29590_S518	-0.64292279773363	0.580927339590264	-7.31878437464409	7.66612151538263e-06	0.000146558205441138	3.57045407938249	3.83398986144221
Q52LW3_S589	0.679149287665769	0.2048585762463	7.57822529384253	8.8360568684879e-06	0.000166960376875498	3.55269347253289	3.77738658361938
Q9H019_S103	-0.536467828258226	-0.530511990067846	-7.2030997133941	9.01864745171986e-06	0.000168172650172827	3.40005428847697	3.77424463187233
P29966_S77	0.764940597506679	-0.771296380471645	7.19618139188748	9.10719582474384e-06	0.000168172650172827	3.38980848903938	3.77424463187233
Q86UU1_S470	0.658288580496822	-0.940060370122776	7.18291829537036	9.27954720175075e-06	0.000169123240214609	3.37014876587185	3.77179670935403
Q07157_S617	0.539989845770874	0.0950055657948659	7.17630144861748	9.36682561188604e-06	0.000169123240214609	3.36033207635284	3.77179670935403
Q6FI81_S183	-0.570582600725268	-0.65874244742484	-7.15251193725455	9.68789841544936e-06	0.000172998185990167	3.32499073265082	3.76195845073589
Q15084_S428	-0.810985427049533	0.548567662629857	-7.11552138937722	1.02105966535796e-05	0.000180350212631162	3.26989036125511	3.74388334131631
Q14289_S375	-0.629859175496033	0.234938845017363	-7.1022885674974	1.04047966685074e-05	0.000181804242863704	3.25013525325339	3.74039598563114
Q13625_S737	-0.492201240960229	-0.756316512324743	-7.07562851593541	1.08080736978738e-05	0.000186126101273647	3.21026463332419	3.7301927195922
Q9P2M7_S131	-0.523443774598904	-0.902011889496085	-7.07090645872474	1.08812182283055e-05	0.000186126101273647	3.20319291701219	3.7301927195922
Q14166_S16	-0.40241759161732	1.68604467776585	-7.05934455473655	1.10625420379881e-05	0.000187256570955527	3.18586544873156	3.72756293368374
Q9HBL0_S1314	0.762010297156237	-0.823802593978521	7.60132913688529	1.4673779387525e-05	0.000233773446124786	3.17281273018506	3.63120482104592
Q9GZY8_T138	-0.552999549497749	0.678096220784353	-6.98324652285623	1.23390452234618e-05	0.000206710809155933	3.07137753349968	3.68463681300001
Q13428_S1350	-0.419883039468019	0.225778769870288	-6.96521352301494	1.26639116193043e-05	0.00020786723617545	3.04413445762044	3.68221395833347
Q13522_S67	-2.42106852255806	-1.60481100202553	-9.05376462074128	2.91321680704647e-05	0.000401184517919535	3.02634886212086	3.39665583515274
P30086_S52	1.21277695797538	-1.13538557371597	7.81219309257963	2.08288993880068e-05	0.00030492758113073	2.98884636606396	3.51580329130817
Q5SW79_S1112	-0.552721237405758	-0.686222871582159	-6.92598236642849	1.34024671416862e-05	0.000217790091052401	2.98471683248083	3.66196188352955
O75351_S102	0.621123937014014	-0.269970313947074	6.87695693629093	1.43902936850916e-05	0.000231527002359147	2.91017612713243	3.63539835111814
O60504_S545	0.375504301594775	0.115963131062849	6.82507029407034	1.55205001019771e-05	0.000243073235913689	2.83093410111852	3.61426285742523
Q9Y6A5_S71	-0.537640562104314	-0.871884502958579	-6.81757854525489	1.56913199470659e-05	0.000243073235913689	2.81946270490451	3.61426285742523
P04406_S83	-0.934351944791028	-0.0691279604062205	-6.81692696893631	1.57062706282691e-05	0.000243073235913689	2.81846465163566	3.61426285742523
Q96S55_S153	0.410270339605052	-0.443431536974128	6.75994409544002	1.70740988487491e-05	0.000261701316664313	2.73095978842569	3.58219409234442
O94804_S450	-0.429019947863636	-0.450779313281086	-6.75056752160506	1.73110339310743e-05	0.000261701316664313	2.71651882643873	3.58219409234442
Q96PY6_S1052	-0.346264615249831	-0.550748268146194	-6.74735261232182	1.73930721229205e-05	0.000261701316664313	2.71156477580282	3.58219409234442
O15205_S111	2.55754423381832	-1.51227324680881	7.96929714244359	3.40543210352211e-05	0.000453592390837987	2.60137818081393	3.34333423948727
Q9C091_S228	2.55754423381832	-1.51227324680881	7.96929714244359	3.40543210352211e-05	0.000453592390837987	2.60137818081393	3.34333423948727
Q9UPU9_S580	-0.732981733662548	-1.11452204971062	-6.66825343630052	1.95471139169292e-05	0.000288807786740224	2.58923545117085	3.53939110164006
Q14677_T294	-0.426774526638055	0.703259838616824	-6.66815150749864	1.95500655639536e-05	0.000288807786740224	2.58907726805398	3.53939110164006
Q86WB0_S344	-0.458985518594881	-0.561995297909418	-6.53944381061268	2.36827216472182e-05	0.000343610916756514	2.38820854692189	3.4639330467855
Q96T60_T118	-0.795134246951713	-0.862346328954175	-6.5099479164638	2.4754474725221e-05	0.000355982490517559	2.34185740080345	3.44857136286593
Q27J81_S1188	0.918201158289306	-0.576935255734761	6.45017078194996	2.70873331018847e-05	0.000386113300794409	2.24755602122602	3.41328523758309
Q92539_S243	1.73171973626084	-0.959047650384069	7.16834622287881	4.20340983490402e-05	0.000517465225887805	2.24422612778519	3.28611882985649
Q13615_S613	-0.521410432222997	-0.310583698582441	-6.44232836896169	2.74102614636885e-05	0.000387318911986903	2.2351479156266	3.41193129678869
Q9Y3M2_S20	0.652671891390093	-1.66788610590397	6.85685600351084	3.6362365009591e-05	0.000468959072544328	2.21314128707539	3.32886505780465
Q01518_S301	-2.46149048709484	-1.42464783955099	-13.0922185634857	0.000108766061875551	0.00100423210538506	2.21254937884837	2.99816589830853
P17812_S574	-0.473009819822153	0.743569487203293	-6.42542125287793	2.81204035699726e-05	0.000393424902861207	2.20836914016647	3.40513815373821
P11831_S224	-0.414810469300469	-0.58553865841551	-6.42059691606447	2.83265930060069e-05	0.000393424902861207	2.20072080027669	3.40513815373821
Q96RU3_S296	0.468847225282067	-0.580569142871112	6.37182110481748	3.05034994694378e-05	0.000416539383511231	2.12321388592713	3.38034393007234
Q9Y2D5_S630	0.470349002835585	0.701445661332118	6.31607895404236	3.32100897895988e-05	0.000449719965900817	2.03423693797765	3.34705783093758
O43598_S169	-0.729740999326	0.0187310468995806	-6.47722868575234	3.86660328864138e-05	0.00049474254677498	1.99858878766109	3.30562073965594
P21333_S2180	0.924856393593551	0.142414680484843	6.28349499507058	3.49089889711522e-05	0.00046119599250506	1.98202770749525	3.33611447509915
P29590_S403	-0.548050987256414	0.183096420223166	-6.26463580241777	3.5934108570016e-05	0.000468829125684674	1.95174287099317	3.32898541590802
O95810_S24	0.624621529528907	0.216650402650885	6.26229089618267	3.60637788988211e-05	0.000468829125684674	1.94797390426465	3.32898541590802
Q15599_S280	1.3276846450444	-1.60369350319373	6.59958738875133	5.05381431590107e-05	0.000574520563713173	1.86502138635394	3.24069442207173
P17812_S575	-0.704432921753106	0.305015470706642	-6.19447348835992	4.00365189312502e-05	0.000508276119244387	1.83864321462809	3.29390029463337
Q63ZY3_S375	1.04929165961286	-0.297365079992415	6.18240216611638	4.07909273592423e-05	0.000513839201230765	1.81911617385031	3.28917276610944
Q02952_S1331	0.379122064442604	0.622584090665339	6.17193658998973	4.14571528844818e-05	0.000516096144607281	1.80217038949573	3.28726938522774
Q5QJE6_S117	-0.513938202539	-0.0241979309197607	-6.16963372613475	4.16052891960331e-05	0.000516096144607281	1.79843958182206	3.28726938522774
Q9Y6M1_S164	0.522970730061715	0.307438766156322	6.15428349830992	4.26071357599413e-05	0.000519588730501141	1.77355240639272	3.28434027702596
Q9P0V3_S296	0.742696135072897	-0.207041188246681	6.15067868403633	4.28460860844018e-05	0.000519588730501141	1.76770324418062	3.28434027702596
Q13625_T700	-0.626614153973082	-0.289720355204747	-6.1361141635265	4.38260407742684e-05	0.000527535675986565	1.7440526420031	3.27774816473135
Q9NRA8_S951	-0.433779382510279	-0.789075889013557	-6.28887565086589	5.05578096067592e-05	0.000574520563713173	1.71655594180071	3.24069442207173
Q6Y7W6_S374	-0.351480449614141	0.241587641269407	-6.10960820313116	4.56707690827562e-05	0.000545698527643226	1.70093584985151	3.26304721799124
O60551_S38	0.439411819095935	-0.35688602030399	6.08287970436251	4.76143154711069e-05	0.000564768340441962	1.65735892109635	3.2481296567805
Q96JJ3_S181	-0.587343064904936	-0.00544840830608035	-6.07158731305463	4.84615301678125e-05	0.000570652076251416	1.63891870724716	3.24362859826493
Q16637_S28	0.428494374787724	0.636942420051511	6.05018895367843	5.0110947654679e-05	0.000574520563713173	1.60392743598687	3.24069442207173
P35326_S60	-2.74554269330489	-0.380701425635149	-6.64332584541243	7.71367390270529e-05	0.000791509934570616	1.59967261268396	3.10154362975662
Q6NYC8_S125	0.401598120967057	-0.750575763213182	6.04728473892603	5.03393404722474e-05	0.000574520563713173	1.59917350501385	3.24069442207173
Q7Z3Y9_S14	0.401614893286561	1.34742933903431	6.04545402341848	5.04838763304943e-05	0.000574520563713173	1.5961761952483	3.24069442207173
P00558_S203	-0.401638070760214	0.827056878958928	-6.03141768416212	5.16067275829633e-05	0.000582367585571634	1.57318006448722	3.23480280574024
Q92466_S26	-0.386446860002471	0.107978342234983	-6.01362131728521	5.3068432315395e-05	0.000589953249920473	1.54398471212564	3.22918240209684
Q8NC51_S203	-0.473535900733866	-1.03756798174365	-6.011195363108	5.32710505571219e-05	0.000589953249920473	1.5400014956928	3.22918240209684
Q12888_S1678	0.907145711572495	-0.846899896587925	6.01003709267278	5.33680786081905e-05	0.000589953249920473	1.53809942507544	3.22918240209684
Q13671_S351	-1.3272932488977	-0.520777064795497	-6.13792784992172	6.28957514394214e-05	0.000685943597913153	1.48701098309715	3.16371159292608
Q14195_T509	-0.393907312522481	0.576956183519942	-5.95871604844435	5.7860228489233e-05	0.000635289670912186	1.45363619087151	3.19702820574188
O75822_T109	-0.367330684008927	-0.566753520951602	-5.89862607857821	6.36324330091984e-05	0.000688097635566536	1.35428006702932	3.16234993446893
P06748_S243	-0.334416450565365	-0.577838563697685	-5.89380424587761	6.41212453823715e-05	0.000688097635566536	1.3462858354314	3.16234993446893
P10636_S438	-0.423263124462651	0.262499685890995	-5.8914279900041	6.43635942191467e-05	0.000688097635566536	1.34234500741642	3.16234993446893
Q1KMD3_S228	0.99594543885862	0.54306750084617	5.84495031591072	6.93032880992878e-05	0.000736064334387861	1.26510942715592	3.1330842252704
P27448_S469	0.672109982817477	-0.45530373984021	5.83560937306008	7.03434660653047e-05	0.000742260599715066	1.24955102487605	3.1294435918257
Q15942_S259	0.437730133611839	0.264143583499638	5.96046595705289	8.16291502017516e-05	0.000823896702346872	1.21311197793253	3.08412723540596
Q5VT52_S667	-0.324956584251686	-0.492064394399295	-5.80929543971235	7.33632231093088e-05	0.000767366279716925	1.20565776713717	3.11499728886799
Q16643_S337	-0.364823671998775	0.343360925189844	-5.80671045457542	7.36671628528248e-05	0.000767366279716925	1.20134072704281	3.11499728886799
Q03001_S2215	0.704124614237107	-0.119384215952348	5.80207556628411	7.42154583299474e-05	0.00076815362921124	1.19359796234288	3.11455191324155
O14974_S995	0.388592097525692	-0.713692883202992	5.77547819124429	7.74462028287556e-05	0.000791509934570616	1.14910904265782	3.10154362975662
Q9Y4H2_S1203	0.997594363860873	-0.977738311713549	5.74306616242364	8.15848986977909e-05	0.000823896702346872	1.09476306287741	3.08412723540596
Q13428_S583	-1.48577569568931	-0.667442886868601	-5.73138404174949	8.31332110991157e-05	0.000824611328409272	1.075140145412	3.08375070320936
O00505_S60	-0.443619558438047	0.793414673324407	-5.73060419571362	8.32376663382131e-05	0.000824611328409272	1.07382954295968	3.08375070320936
P07900_S231	0.46488497577834	-0.329355053608542	5.72889509885617	8.34670727390195e-05	0.000824611328409272	1.07095695893134	3.08375070320936
Q32MZ4_S733	-0.470287983126988	0.0741769369852797	-5.72694408544777	8.37297656538646e-05	0.000824611328409272	1.06767728287059	3.08375070320936
Q9H2Y7_S861	-0.317197256416271	-0.832465268668928	-5.7058907849415	8.66205566682154e-05	0.000847942196300301	1.03225335681945	3.07163375232283
O75369_S2478	0.402015189947827	0.898171730007887	5.6905677207705	8.87905712871839e-05	0.000863980109830382	1.00643297908777	3.06349625554233
Q99856_S119	0.402364139274598	0.515622418285823	5.68013664887208	9.03005135696383e-05	0.000873442467563466	0.988837610217252	3.05876569611047
Q96D46_T470	-0.378644414510922	-0.408863905032407	-5.66920204606347	9.19124249912338e-05	0.000877517614074143	0.970376952039971	3.05674415734826
P31350_S20	0.47008706367056	1.82654352085119	5.66726987959127	9.22003906757944e-05	0.000877517614074143	0.967113222854159	3.05674415734826
Q9ULT8_S632	0.773093513746846	-1.01026858548991	5.66632303212157	9.23418535425714e-05	0.000877517614074143	0.96551366482112	3.05674415734826
P62280_S67	-0.787437082143375	-1.32319269157546	-5.65672542640569	9.37887487294661e-05	0.000882636187718028	0.949293046981295	3.05421827062997
Q6ZRV2_S914	0.425489819917086	-0.632156355232192	5.6555551175991	9.39668064462885e-05	0.000882636187718028	0.94731428639177	3.05421827062997
O60271_T217	-0.365566920394246	1.1590483533142	-5.63475338427579	9.71918299790452e-05	0.000907682320206601	0.912111585051316	3.04206612363964
Q9HCH0_S473	1.27037546535703	-1.3713596403577	5.72828851335649	0.000115569763837893	0.00104333814575876	0.848154078982837	2.98157491397355
Q14195_S522	-0.359621673488807	1.12018228530725	-5.59696683750198	0.000103351958459767	0.000959696757126407	0.84801517629129	3.01786597270117
Q5R3F8_T437	0.340461229305285	-0.454316504238644	5.56139435549159	0.000109527551864818	0.00100554955808096	0.787497603103298	2.99759652052153
Q9Y4H2_S973	1.24084317973869	-1.0888846376667	5.82688973814673	0.000143058413260433	0.00124983828789357	0.765670983482301	2.90314617516693
Q8TE77_S37	-0.309390140601069	-0.2759960235509	-5.54293979939385	0.000112883282087851	0.00102715750926659	0.75603445150164	2.988362954494
Q15149_S720	0.40684617852379	-0.165757461542221	5.54152296048953	0.00011314535025152	0.00102715750926659	0.75361698433024	2.988362954494
Q92597_T366	-0.660755491267345	-0.0812331593728711	-5.47903232877822	0.000125365033765522	0.00112297167996703	0.64672411685575	2.94963119599957
P29590_T867	-0.553219757968453	-1.47152372929085	-5.47705892041516	0.000125772828156308	0.00112297167996703	0.64333997228131	2.94963119599957
Q86WR7_S43	-0.823768338704042	-3.08284548094995	-6.5061813732197	0.000262254548728402	0.00190699871554678	0.617962318488898	2.71964959947163
Q99741_S45	0.955482351508663	-1.47897293351868	5.72491726339659	0.000165109720941025	0.00138256988351229	0.614410389545591	2.85931290757718
Q09666_S1286	-0.674277718362184	-0.415649984047414	-5.43749618465319	0.000134249447954276	0.00119210575369234	0.575384902170671	2.92368521589798
Q9UQ35_T1003	0.348883568372302	0.230984324064099	5.42473199943745	0.000137110773088615	0.00121089677320109	0.553415831285618	2.91689287811209
Q09666_S5077	-1.94115840635623	-1.38115788636929	-6.44159261708887	0.000279557353585327	0.00194137051100922	0.548929865042649	2.71189157149939
P36871_S117	-0.39319276920052	0.949790213384037	-5.41037860731707	0.000140405083841551	0.00123328789860822	0.528685557868179	2.90893552990716
Q96BY6_S1602	-0.395395977972825	-0.401595519977272	-5.38173026575253	0.000147231514892464	0.00127941824438639	0.47924378479799	2.89298746057497
P51991_S43	0.786909996080171	-0.298998516308153	5.49203196762252	0.000165908386021474	0.00138256988351229	0.46909813538159	2.85931290757718
Q9UFC0_S243	-0.329848238588591	-0.131047990060278	-5.37235481269947	0.00014954056990446	0.00129257141539759	0.463039820516671	2.88854545252317
Q9UGR2_S233	-0.80001080053273	-0.182909821078708	-5.35512738907347	0.000153883212251761	0.00132306994660906	0.433234646893312	2.87841719540181
P29590_S527	-0.523465815587435	-0.0251086830789769	-5.34902205657738	0.000155453853449212	0.00132953953607879	0.422662391168585	2.87629874366859
Q8TDB6_S532	-0.504356622055416	-0.902402146545753	-5.34175879446096	0.000157344340476051	0.0013386625825842	0.410078604657838	2.87332887555569
