gene,fc(1),fc(2),fc(3),fc,pval,t,fdr
CDK18,1.03959329709,0.935496429128,0.949962750433,0.975017492216,0.00111310011755,29.9481562387,0.0233035349884
CDK19,0.526660745673,0.22595975142,-0.279337484276,0.157761004272,0.571400130245,0.670874928401,0.633069409202
CDK2,0.0939531038428,-0.0886172561021,0.0749944469914,0.0267767649107,0.68945557,0.462018882272,0.739394081397
CDK2AP1,-0.235860146835,-0.207050410185,-0.0963668192622,-0.179759125428,0.0516481417538,-4.22788778566,0.0980232501364
CDK4,0.286130100704,0.132069488728,0.356494417925,0.258231335786,0.0599946041051,3.89661752614,0.108769652144
CDK5,0.14772614068,0.176219309065,0.0223653348101,0.115436928185,0.134572917353,2.44274147992,0.19552117997
CDK5RAP1,-0.319790302622,-0.283207365336,-0.379637282934,-0.327544983631,0.00728251071021,-11.654059707,0.0356750352342
CDK5RAP2,-0.0784911608616,0.0551969726128,-0.0406520648023,-0.0213154176837,0.645728355796,-0.535764050293,0.70022115953
CDK5RAP3,0.0425670040436,-0.0695552371389,0.0704437116003,0.0144851595016,0.767176558207,0.338566199869,0.806364530293
CDK6,0.545741999993,0.344395443792,0.378867355099,0.423001599628,0.0209267028971,6.80375803113,0.0564188892524
CDK7,-0.174379994506,-0.249060107345,-0.234159639521,-0.21919991379,0.0106640742589,-9.6060122154,0.0404505766402
CDK8,-0.212595295556,-0.308202742294,-0.305384862735,-0.275394300195,0.0127600432293,-8.76771640413,0.0440052405358
CDK9,-0.00942860611404,0.0265649896753,0.0540836064923,0.0237399966845,0.325796209755,1.29100823757,0.39731140205
CDKAL1,-0.707850398322,-0.648509366496,-0.599947573783,-0.6521024462,0.00228142823472,-20.9002987819,0.0266048169933
CDKL5,0.14153891016,0.071548182469,0.082684199311,0.0985904306466,0.0452393747027,4.54050763285,0.0896923997593
CDKN1A,0.669618699515,0.824257888703,0.615386568085,0.703087718768,0.00782819060244,11.2358980585,0.0363623192438
CDKN1B,0.640711705999,0.500238652148,0.439189025538,0.526713127895,0.0125886747373,8.82834335474,0.0437079165342
CDKN2AIP,-0.722155169394,-0.696692900006,-0.67264258815,-0.697163552516,0.000420169447192,-48.7697886854,0.0218920838262
CDKN2AIPNL,-0.967929039423,-0.50701566779,-1.08177365483,-0.852239454013,0.0399773817172,-4.85018995698,0.0827042933092
CDKN2B,0.9710964435,0.790694443914,0.764066431937,0.841952439783,0.0059123451936,12.9475520223,0.0332465960095
CDKN2C,0.32735834685,0.163856005715,0.0426908775383,0.177968410034,0.163630779577,2.15774707931,0.227028798995
CDPF1,-1.29990324073,-0.495663823368,-1.04759647523,-0.947721179776,0.0574314940952,-3.99084346296,0.105405159703
CDR2,-0.155451958489,-0.392450850347,-0.234077850907,-0.260660219914,0.0646366878957,-3.74002521485,0.114449520543
CDR2L,0.388131491364,0.423692803,0.510561043715,0.440795112693,0.0067362733127,12.1223645968,0.0347406551214
CDS2,0.0180149033649,0.119658915576,0.17387369956,0.103849172834,0.15089356149,2.273321304,0.213459748065
CDT1,-1.09903438982,-0.577360525536,-0.924497778227,-0.866964231195,0.0298791459244,-5.65470970556,0.0690997319638
CDV3,0.409474624034,0.259656468543,0.326880183025,0.332003758534,0.0166057701479,7.66317281656,0.0500067504551
CDYL,-0.622487492946,-0.35635415514,-0.640794375722,-0.539878674603,0.0277827864894,-5.87371717239,0.0663944792192
CDYL2,-0.717164016427,-0.50331833649,-0.259809359798,-0.493430570905,0.0648026372527,-3.73473076538,0.114607880088
CEACAM1,-0.180332101781,-0.36147107481,-0.0870492607575,-0.209617479116,0.121388556271,-2.60198326206,0.180859356779
CEBPB,-0.0887239179415,-0.0749589935684,0.0486363981128,-0.038348837799,0.472512548813,-0.87807503809,0.540089501235
CEBPD,-0.678085519146,-0.84571913637,-1.07775297554,-0.867185877019,0.0173896085935,-7.48398240698,0.0512010494994
CEBPG,-0.0148106159618,0.572578038885,0.343287370878,0.300351597934,0.220948099009,1.75728396331,0.288284068175
CEBPZ,0.00637659180677,-0.129204817064,-0.0404983992322,-0.0544422081631,0.304356659119,-1.36943988172,0.375778587946
CEBPZOS,-0.369377307678,-0.661153575748,-0.30693822281,-0.445823035412,0.0550514884627,-4.08398892628,0.102295753513
CECR2,0.00929542786932,0.247002166982,0.57197978057,0.276092458474,0.23254073889,1.69295766796,0.300776128602
CECR5,-0.331842501594,-0.503968915734,-0.37342615673,-0.403079191353,0.016149332251,-7.77342492821,0.0492334768969
CELF1,-0.155320036236,-0.326266018832,-0.222353355119,-0.234646470063,0.042099291922,-4.71848702006,0.0855975699972
CELSR1,-0.608099131427,-0.308830869471,-0.387617865369,-0.434849288756,0.0398975309478,-4.85534602778,0.0825931634387
CELSR2,-0.236674270219,-0.323288567488,-0.345306847383,-0.301756561697,0.0118586206519,-9.10108904495,0.0424262503019
CEMIP,0.415876278639,1.0352395504,0.653749336313,0.701621721785,0.0601956760069,3.88947359201,0.10896129164
CENPB,0.0386397246887,0.0943233304959,0.0278875985983,0.0536168845943,0.121217184802,2.60421098855,0.180633156513
CENPC,0.22858178378,0.138639706935,0.187620079182,0.184947189966,0.0191934426401,7.11378747524,0.0539155416699
CENPE,0.0175294403376,0.049588892151,0.121752852829,0.0629570617726,0.177812319068,2.04271833466,0.242409328001
CENPF,-0.249058862784,-0.295194513391,-0.192976127711,-0.245743167962,0.0141573817615,-8.31493199616,0.0461050581934
CENPH,-0.47262380946,-0.559271714093,-0.779140726596,-0.60367875005,0.022083181053,-6.61731921272,0.0579456148106
CENPI,-0.203506727866,-0.0715293258793,-0.0834708003973,-0.119502284714,0.105120033018,-2.83560796314,0.162463028613
CENPJ,-0.033373948381,-0.262845490472,-0.054391324416,-0.116870254423,0.251610298344,-1.5957302365,0.321391890834
CENPK,-0.173019621451,-0.0136060597436,0.0332502653417,-0.0511251386177,0.49888949164,-0.818917208121,0.564442813283
CENPL,-0.187859701968,-0.239673206385,0.346687468728,-0.0269484798751,0.898846754131,-0.143789810778,0.919243431638
CENPM,-0.46597808377,-0.755051479818,-0.604974241366,-0.608667934985,0.0182912062617,-7.29216668509,0.0525964689238
CENPN,-0.36409912517,-0.0901098526485,-0.10837854098,-0.187529172933,0.168066270333,-2.12035495597,0.231721276169
CENPP,-0.340960080769,-0.239533620004,-0.411858063122,-0.330783921298,0.0220983173526,-6.61497547217,0.0579511720583
CENPQ,-0.297239624804,-0.0798152549194,-0.234325527006,-0.20379346891,0.087482748356,-3.15494789962,0.142023038493
CENPT,0.188119886583,-0.28715112678,0.0820382159963,-0.00566434140013,0.972203227437,-0.0393257684196,0.978122074146
CENPU,-0.450357556727,-0.67602668333,-0.242966995589,-0.456450411882,0.0675405234278,-3.65012347679,0.118272724782
CEP104,-0.218661053132,-0.168380167005,-0.264613849265,-0.217218356468,0.015975965556,-7.81652428769,0.0491024437033
CEP112,-0.062392331365,0.104971314453,-0.0380067438333,0.0015240797517,0.979359230354,0.02919667653,0.983190256355
CEP120,-0.283082382648,-0.19533673833,-0.192864846171,-0.223761322383,0.0171303697332,-7.5418947075,0.0508725858036
CEP128,-0.442953315983,0.154538584713,-0.24320007928,-0.17720493685,0.419167822246,-1.00908747118,0.487867411153
CEP131,-0.842477424329,-0.921102881982,-0.919683954133,-0.894421420148,0.000842335960714,-34.4336315275,0.0225816246595
CEP135,-0.167794963302,-0.0567148322922,-0.0166740527597,-0.0803946161179,0.217287122562,-1.77852421122,0.284632883221
CEP152,0.122943119968,0.299074739353,0.108555092567,0.176857650629,0.101928800913,2.88749379379,0.158713712455
CEP162,-0.421623767236,0.171244826384,-0.407189724131,-0.219189554994,0.378290817335,-1.12254275751,0.448425565994
CEP164,0.260305267208,0.41785944312,0.305403775453,0.327856161927,0.0198124456187,6.99845178079,0.0549361299732
CEP170,-0.531498313373,-0.491051771883,-0.560992290078,-0.527847458445,0.00147175536858,-26.0376864133,0.0242642974712
CEP170B,-0.197245513672,0.046590230007,-0.091005682166,-0.0805536552771,0.371992244717,-1.14126060745,0.442207456117
CEP192,0.281946706521,0.477745957752,0.293419194992,0.351037286422,0.0311434153347,5.53330147705,0.070505761891
CEP250,-0.0129211997392,0.283213082093,0.0708778844193,0.113723255591,0.325968397213,1.29040394622,0.397468921981
CEP290,-0.303592603047,-0.0828916903888,-0.244118774559,-0.210201022665,0.0858909045914,-3.18827736717,0.140177719046
CEP295,-0.567226837328,0.108934336823,-0.289094335796,-0.249128945434,0.331935110532,-1.26969841892,0.403519537659
CEP350,-0.627767533503,-0.499937178451,-0.556696934605,-0.56146721552,0.00430957074649,-15.1836343259,0.0307164025856
CEP44,0.442893459566,0.254149257782,0.458028808701,0.385023842016,0.0278093729254,5.87078781653,0.0663944792192
CEP55,0.0439057069539,-0.11783982512,-0.0805740766028,-0.0515027315898,0.402718724384,-1.05317923159,0.472232300366
CEP57,0.152758800829,0.0672397417607,0.211098051338,0.143698864643,0.0751139310052,3.43985768899,0.12733534102
CEP57L1,-0.191955694922,0.200566593992,-0.123381013738,-0.0382567048894,0.781890383333,-0.316063023673,0.819778171994
CEP63,0.306395919167,0.310027302534,0.400052426217,0.338825215972,0.00807423949134,11.0613154898,0.0366214524597
CEP72,-0.920263963495,-1.14226746826,-1.19453008921,-1.08568717365,0.00594363846222,-12.913117413,0.0332894884808
CEP76,0.554880529825,0.350879451525,0.467968895859,0.457909625736,0.0162551024094,7.74746680823,0.049385363749
CEP78,0.0962485038548,0.246493907318,0.106206635059,0.149649682077,0.0909589669809,3.08509181606,0.146093927673
CEP83,0.0379385234738,0.00791680118099,-0.0380161423071,0.00261306078255,0.916631343658,0.118312958612,0.93360786948
CEP85,0.25276184495,0.283494232088,0.204700554654,0.246985543897,0.00850813464699,10.7720338062,0.037236691617
CEP89,0.307117478926,0.319932565002,0.478870376179,0.368640140035,0.0217247054559,6.67353237363,0.0576269175158
CEP95,0.023551414479,0.0759872767955,-0.00758190317486,0.0306522626999,0.335643470658,1.25705396381,0.407223903534
CEP97,0.964352305328,1.21252189842,1.10224104009,1.09303841461,0.00428582026377,15.2259199169,0.0307164025856
CEPT1,-0.00921452359799,0.0792210555848,0.208478921737,0.0928284845747,0.279687263909,1.46857470676,0.351282032525
CERCAM,1.0243111426,1.01426136952,1.06163571143,1.03340274119,0.000194425462613,71.7067590298,0.0218920838262
CERK,-0.616950153354,-0.814771883227,-0.103717317354,-0.511813117979,0.137027751072,-2.41548514009,0.198059979999
CERS2,-0.286109172465,-0.316706523673,-0.388901122142,-0.33057227276,0.00839061208073,-10.8481760284,0.037073584416
CERS4,0.513158481699,0.359212456085,0.605072708625,0.49248121547,0.0205579481458,6.86645320745,0.0559949536909
CERS5,0.399129819291,0.251525187531,0.419631503348,0.356762170057,0.0213260657235,6.7376823382,0.057044447371
CERS6,-0.453382586282,-0.403738221097,-0.276871044353,-0.377997283911,0.0187876627309,-7.19243769534,0.0533105700155
CES2,-0.290993120628,-0.176834152104,-0.336985143276,-0.268270805336,0.0300781697075,-5.63509877337,0.0693516870296
CES3,-0.316344184308,0.198965054331,-0.134809633471,-0.0840629211493,0.633508159483,-0.557057056535,0.690128744896
CES5A,-1.06418025336,-1.14551992502,-1.27540953619,-1.16170323819,0.00279187557044,-18.8860491095,0.0275794416205
CETN2,-0.0700874425678,0.0511168658459,-0.108032746743,-0.042334441155,0.470767909775,-0.882106537473,0.538561753146
CETN3,-0.421920696375,-0.385708462798,-0.348937598036,-0.385522252403,0.0029732584087,-18.2984176787,0.0280019719042
CFAP20,-0.0530455790499,0.0621289452401,-0.0829170109652,-0.024611214925,0.633782631921,-0.556575220601,0.690264969506
CFAP206,0.264014565491,-0.451687769209,-0.0183161644539,-0.0686631227239,0.772824993896,-0.329899544537,0.811655123179
CFAP36,0.0889986963811,0.451026307055,0.353761223105,0.297928742181,0.110419333572,2.75419733866,0.168594318768
CFAP43,0.31443759936,-0.069733957681,-0.0200473479691,0.0748854312366,0.59806290424,0.62077667654,0.657563152716
CFAP97,0.165064282511,0.122655044776,0.186954850358,0.158224725881,0.0139327024958,8.38314333162,0.0458296033388
CFDP1,0.317360994567,0.166913346589,0.251822005533,0.245365448896,0.0300886778581,5.63406867512,0.0693545143499
CFI,-0.0474388578066,-0.0913502852859,-0.0289831988446,-0.055924113979,0.0941942128337,-3.02342122524,0.149623050322
CFL1,0.104051256646,-0.0724756626075,0.0151077846448,0.0155611262278,0.788939862282,0.30536299766,0.825670071094
CFL2,0.628127078593,0.351090629827,0.368231197906,0.449149635442,0.0375874177843,5.01140941484,0.0794305015803
CFLAR,-0.165791941457,-0.232287226361,-0.211503478001,-0.203194215273,0.0092135218996,-10.3459384729,0.0383483186931
CGGBP1,0.54241447408,0.514260157818,0.621045953213,0.559240195037,0.00324883009908,17.5015405309,0.0289729162986
CGN,-0.366335006774,-0.30424494163,-0.252597718889,-0.307725889098,0.0112241877303,-9.35928034582,0.0413642881691
CGNL1,0.131335436631,0.141437519357,0.17876577269,0.150512909559,0.00905959437903,10.4346774231,0.0379709010171
CHAC2,-0.132792684473,-0.229540815627,-0.154807662244,-0.172380387448,0.0276567856904,-5.88765682455,0.0662691832134
CHAF1A,-0.55221185685,-0.580463001363,-0.382551564176,-0.50507547413,0.0146445427958,-8.17242376973,0.0469156915225
CHAF1B,-0.736485049935,-0.748491097789,-0.716365713793,-0.733780620506,0.00016308471866,-78.2961199181,0.0218920838262
CHAMP1,-0.0513730707545,-0.151009707025,-0.0876675297511,-0.0966834358435,0.0799522318438,-3.32088672035,0.133116864927
CHCHD1,-0.612346278955,-0.63422514049,-0.317884436253,-0.521485285233,0.036190657238,-5.11279327956,0.0776075424943
CHCHD10,-0.0586519105847,0.0488456780101,-0.0138397490138,-0.0078819938628,0.824009513236,-0.252834406171,0.85539594301
CHCHD2,0.0419254025692,0.27611614692,0.184579836045,0.167540461845,0.133157222204,2.45877674896,0.193921749045
CHCHD3,-0.337746500931,-0.300083311569,-0.436737398373,-0.358189070291,0.012697696433,-8.78963235422,0.0439542964947
CHCHD4,-0.46859198107,-0.447761939199,-0.312230425897,-0.409528115389,0.0140265038039,-8.35446795694,0.0459500244437
CHCHD5,-0.192114703804,-0.292073854642,-0.222297517298,-0.235495358581,0.0154344644396,-7.9557499073,0.0483585833917
CHCHD6,0.336188535474,0.389965181697,0.246230440564,0.324128052578,0.0163248547712,7.73048526731,0.049475477589
CHCHD7,-0.526696724367,-0.0428686334467,-0.652351683327,-0.40730568038,0.159679219964,-2.1922452353,0.222960788357
CHD1,-0.452120368004,-0.438474151679,-0.417921150017,-0.4361718899,0.000518874533066,-43.8833489004,0.0220414880638
CHD1L,-0.56392619278,-0.696514454542,-0.669224713647,-0.64322178699,0.00392617190496,-15.9123224673,0.0301421158363
CHD2,1.70286228732,1.96458456951,1.15832421213,1.60859035632,0.0211063770442,6.77380088671,0.0566484474198
CHD3,-0.108253696069,-0.160243461567,-0.0417353510336,-0.103410836223,0.094635107006,-3.01525071841,0.150100215215
CHD4,-0.262751248418,-0.336634936272,-0.211528399533,-0.270304861408,0.0175723026212,-7.44393514069,0.0514926328181
CHD6,-0.0434697926329,0.184001960791,0.0287942021584,0.056442123439,0.48882556056,0.841104340548,0.555164026308
CHD7,-0.7699266773,-0.488468953985,-0.576640187829,-0.611678606371,0.017968223529,-7.35923483163,0.0522455419666
CHD8,-0.0891524110043,-0.103538841232,-0.055868533004,-0.0828532617466,0.0278254598481,-5.86901733203,0.0663944792192
CHD9,-0.173133647532,-0.0413446281531,-0.0157413143663,-0.0767398633506,0.256183712841,-1.5738181845,0.326376354514
CHDH,-0.764249508097,-0.591782592654,-0.759543102087,-0.705191734279,0.0064073911369,-12.4326733839,0.034193236076
CHEK1,-0.0572403144395,-0.192906214331,-0.0458446818098,-0.0986637368602,0.171944798507,-2.08874350846,0.23601218146
CHEK2,-0.427133629973,-0.303552082156,-0.404499548073,-0.378395086734,0.00992859903616,-9.96100591969,0.0394354535049
CHERP,-0.184693379051,-0.0464149027244,-0.168232712588,-0.133113664788,0.092652145287,-3.05243287434,0.147971161678
CHFR,-0.378228465838,-0.409997279796,-0.517268574572,-0.435164773402,0.00921455433475,-10.345350759,0.0383483186931
CHIA,1.06025954449,0.793621793665,1.14335930902,0.999080215724,0.0109661951027,9.47059069525,0.0408784896471
CHIC2,0.295162458659,0.495500936196,0.361092871125,0.383918755327,0.0227732723031,6.5128245482,0.0587929978135
CHID1,-0.504257989771,-0.625109738197,-0.484013642636,-0.537793790201,0.00664148461236,-12.2094393994,0.0346083904871
CHKA,0.422440892704,0.563095313486,0.221003153172,0.402179786454,0.0558700667977,4.05130113774,0.103370794156
CHKB,-0.195491417118,0.0873905846627,-0.194059274467,-0.100720035641,0.396330229637,-1.07084929599,0.465864502751
CHM,0.427190067358,0.154504959718,0.368438403286,0.316711143454,0.062133353124,3.82236142384,0.111401135166
CHML,-0.618835364773,-0.625899794767,-0.722100329364,-0.655611829635,0.00257094850542,-19.6840582347,0.0272084687761
CHMP1A,0.419812323743,-0.0701119937532,0.188693573952,0.179464634647,0.332353486069,1.26826341379,0.403868717321
CHMP1B,1.8580683873,1.28911007574,1.4012630781,1.51614718038,0.0129161663049,8.71352994095,0.0443120907877
CHMP2A,-0.130782654399,-0.11568448911,-0.240183400884,-0.162216848131,0.0537983954544,-4.13542456692,0.100718009241
CHMP2B,1.21530307753,1.25411811,1.07920383277,1.18287500677,0.00200403122469,22.3045897205,0.0259197744398
CHMP3,0.440018541406,0.0721144625607,0.201303911905,0.23781230529,0.158048186672,2.20682727767,0.221243514646
CHMP4A,-0.274099170273,-0.175484393671,-0.115435340831,-0.188339634925,0.055346916388,-4.07211056496,0.102639534426
CHMP4B,0.307939000648,0.309749791801,0.382014179794,0.333234324081,0.00531675536597,13.6596474758,0.0320427285233
CHMP4C,0.152070810699,0.835438531749,0.660417745238,0.549309029228,0.115563521025,2.68028212861,0.174373896905
CHMP5,0.403878239457,0.259920100814,0.176040140783,0.279946160351,0.0521026473152,4.20788032234,0.0985820926778
CHMP6,0.0875808476507,0.273141307122,0.238935653489,0.199885936087,0.0726083900363,3.50590202086,0.124181583774
CHMP7,0.384392792385,0.231956790819,0.187125100576,0.267824894593,0.0462714528551,4.48591562691,0.091046891726
CHN1,-0.445076781207,-0.744601395561,-0.578836397924,-0.589504858231,0.020920004148,-6.80488229397,0.0564188892524
CHN2,0.792166190868,0.497764169262,-0.0359508622343,0.417993165965,0.226728821305,1.72466948145,0.294454256401
CHORDC1,-0.228885004756,-0.353957188431,-0.341732080894,-0.308191424694,0.0162792765027,-7.7415692561,0.049424682103
CHP1,-0.0453273800149,0.0245211759826,-0.00132866975337,-0.00737829126187,0.752103960949,-0.361873219565,0.793229280275
CHPF,0.406723563007,0.505218407419,0.422429952695,0.444790641041,0.00468503677809,14.5583883122,0.0311627464311
CHPF2,0.316283871361,0.663322850656,0.479016760943,0.486207827653,0.0399780683969,4.8501456828,0.0827042933092
CHRAC1,-0.160918153591,-0.570062880021,-0.336097729989,-0.3556929212,0.0953983877213,-3.00123335176,0.150870541622
CHRNA5,-0.139179337214,-0.077584084471,0.0337817471851,-0.0609938914998,0.351414831355,-1.20508109538,0.423025619139
CHST11,0.0324391144392,-0.125774542453,-0.00622997657814,-0.0331884681974,0.55794978035,-0.696945567785,0.619971153769
CHST12,-0.2499206701,0.320676309904,-0.0607417950852,0.00333794823956,0.985935689146,0.0198919066107,0.98796744382
CHST3,-0.181157157739,-0.32731565444,-0.154026601606,-0.220833137928,0.0545682480141,-4.10362036614,0.101726401009
CHST4,0.0547915583521,-0.0134919799559,-0.0769708150227,-0.0118904122088,0.784210446006,-0.312535892343,0.821744392724
CHST9,0.0187077522067,0.145815607113,0.154994009502,0.106505789607,0.136458286463,2.42174718151,0.197484039573
CHSY1,0.230499234575,0.114699011343,0.0527380886128,0.132645444843,0.125786591822,2.54627769486,0.185853561786
CHSY3,0.371772941022,0.410695550051,0.419389390133,0.400619293735,0.00133273392571,27.3648981697,0.0237847077003
CHTF18,-0.359310557641,-0.174578178163,-0.404530689773,-0.312806475192,0.0470222731539,-4.44730887367,0.0921101943797
CHTF8,-0.267357622282,-0.153763779368,-0.296912350296,-0.239344583982,0.0316635299884,-5.4854460975,0.0713031177476
CHTOP,-0.20071893014,-0.140288190899,0.0432001152423,-0.0992690019322,0.308556505244,-1.3535540178,0.380049800287
CHUK,0.0584837437519,0.0630204412776,0.0160789512819,0.0458610454371,0.0918430950288,3.0679310174,0.147136874453
CHURC1,-0.139083303508,-0.539895023909,-0.181341175941,-0.286773167786,0.152773307106,-2.2554374656,0.215524902176
CIAO1,0.24368830772,0.176547557295,0.161236395587,0.193824086868,0.0166415586836,7.65471883291,0.0500745131538
CIAPIN1,-0.0342496294645,-0.2663457037,-0.246309080691,-0.182301471285,0.133472299516,-2.45518745952,0.194135795849
CIB1,-0.326163830107,0.0264288913872,-0.19044854545,-0.163394494723,0.252525810602,-1.59130316612,0.322338486343
CIC,0.214063182208,0.265541710347,0.259948547073,0.246517813209,0.00434746252317,15.1168886801,0.0307164025856
CINP,0.203784978882,0.509435256053,0.29980472088,0.337674985272,0.0645792924265,3.74186094947,0.114431929944
CIR1,-0.163173775208,-0.231025225109,-0.09145800653,-0.161885668949,0.0567342943096,-4.01753918262,0.104415965165
CIRBP,0.261635873835,0.33765796145,0.265973059193,0.288422298159,0.00722498983153,11.7008680059,0.0355440261201
CISD1,0.111971916136,0.32193518188,0.210271780062,0.214726292693,0.0713511331139,3.54029547942,0.12273563933
CISD2,0.209395573644,0.320606515363,0.314606232106,0.281536107038,0.0160572570588,7.79622882861,0.0491625055478
CISD3,0.0152413807596,0.365990203199,0.259012553255,0.213414712404,0.176057440369,2.05626538066,0.240549348058
CIT,-0.503547490565,-0.532351471997,-0.523944639428,-0.51994786733,0.000270405537084,-60.8000755861,0.0218920838262
CITED2,0.018560920489,0.448452363391,0.101577044112,0.189530109331,0.286646744757,1.43953650024,0.357785635613
CIZ1,-0.115987690048,-0.17162938809,-0.126329540988,-0.137982206376,0.0149901130623,-8.07554415645,0.0474522179975
CKAP2,0.474054685632,0.254132857433,0.527888634828,0.418692059298,0.0377460899115,5.00024282961,0.0795805393613
CKAP2L,0.0448387635023,-0.181157270221,-0.0351497172951,-0.0571560746714,0.478701791632,-0.863896126607,0.546285307917
CKAP4,0.0921285148119,0.1925461531,0.202447183966,0.162373950626,0.0440127214762,4.60781449117,0.0879778307482
CKAP5,0.0981118011216,-0.0732123227458,0.0735672404324,0.0328222396028,0.601953426998,0.613630053544,0.661132633385
CKLF,-0.510862696973,-0.278235133843,-0.692013545233,-0.493703792016,0.0541067538886,-4.12260643956,0.101070016008
CKS1B,0.0407403527195,-0.282188310001,-0.145351888532,-0.128933281938,0.302186709666,-1.37775371285,0.373758388198
CKS2,0.170674206243,-0.0181052155575,0.0626815497812,0.0717501801555,0.319859814405,1.31208156393,0.391363372439
CLASP1,0.144011196167,0.0591202221637,0.150075561803,0.117735660045,0.0569279609195,4.01007597915,0.10462650307
CLASP2,0.330563239878,0.237969465212,0.293745009802,0.287425904964,0.00865544608129,10.6787812414,0.037477231828
CLASRP,-0.429199223067,-0.301344858837,-0.265421241941,-0.331988441282,0.0216844291345,-6.67993416632,0.0575531286337
CLCC1,-0.506178201724,-0.399560156086,-0.431333587966,-0.445690648592,0.00499065455539,-14.1023320262,0.0316101482546
CLCN2,-0.156993779049,0.0266660287052,0.250817244226,0.0401631646276,0.765853132596,0.340601989586,0.805156701417
CLCN3,-0.141495776638,-0.0307139871712,-0.132590613309,-0.101600125706,0.103660199278,-2.85906203822,0.160732753542
CLCN5,-0.890228553079,-0.545258451409,-0.780382989779,-0.738623331422,0.0184530384429,-7.2592199075,0.0528938944517
CLCN6,-0.0538169099227,-0.0469977885134,-0.217224836555,-0.10601317833,0.197021016358,-1.90531842272,0.262935238279
CLCN7,-0.526033429511,-0.599973763435,-0.728731828407,-0.618246340451,0.00905167752445,-10.4393023044,0.0379709010171
CLDN1,0.168385204452,0.0454615603966,0.251544386324,0.155130383724,0.122192074614,2.59159654543,0.181734156046
CLDN12,-0.022427377071,0.310848649007,0.243031258005,0.177150843314,0.22362491196,1.74204416431,0.291118861716
CLDN16,-1.02647852104,-0.969348223852,-1.15902425536,-1.05161700008,0.00284169198414,-18.7190740838,0.0277858107046
CLDN4,0.729560347585,1.14145541869,0.819777224228,0.896930996834,0.01887576369,7.17514828014,0.0534489757957
CLDND1,0.0417314477813,0.0538668536638,0.0788996413591,0.0581659809348,0.0336181295863,5.31548708781,0.0741106893933
CLEC16A,0.155737711595,0.215281930193,0.090532347137,0.153850662975,0.0506942270191,4.27072770736,0.0968094178234
CLEC2B,-1.14889600969,-1.53493585954,-1.56469789655,-1.41617658859,0.00882375243457,-10.5750973762,0.0376589142555
CLEC3B,-0.163957791532,0.488087440788,-0.338106751223,-0.00465903398894,0.986899375476,-0.0185286709491,0.98850426388
CLEC4E,-1.01792091789,-1.05560689329,-1.26099888464,-1.11150889861,0.00458613498113,-14.7156271062,0.0309404912711
CLGN,-0.16853344647,-0.272720078018,-0.156080260374,-0.199111261621,0.0328051787071,-5.38435976304,0.0729275856773
CLIC1,0.426635902943,0.286376586041,0.237634883651,0.316882457545,0.030506831184,5.5935041207,0.0698692645784
CLIC2,0.120379537469,0.173416175805,0.149751506145,0.14784907314,0.0105940565332,9.63821620314,0.0404183447494
CLIC3,0.6384270361,1.54605662748,0.670543615054,0.951675759544,0.0853088887486,3.20068514062,0.139538202587
CLIC4,0.491182708551,0.294034258665,0.39563397793,0.393616981715,0.0202780259898,6.91517073453,0.055543635375
CLINT1,-0.203222278017,-0.145772277398,-0.145478950905,-0.164824502107,0.0132980001823,-8.58502322704,0.044941963276
CLIP1,-0.138615071854,-0.191632167432,-0.142788027538,-0.157678422275,0.0114509656921,-9.2645430787,0.0417697294187
CLIP2,0.398363789006,0.501692866607,0.418996894103,0.439684516572,0.00511628623803,13.926792666,0.0316383876593
CLIP4,0.440763201349,0.609249838401,0.451068241604,0.500360427118,0.0116677468561,9.17656168816,0.0421404711472
CLK1,0.146460495739,0.282522944604,0.173811319409,0.200931586584,0.0402048430498,4.83558505235,0.0829320261079
CLK2,-0.340147042294,-0.283907935013,-0.394231905973,-0.339428961094,0.00869012337347,-10.6571734957,0.037477231828
CLK3,0.0115619270204,0.0604373328889,-0.0143493345977,0.0192166417705,0.473220208137,0.876444180162,0.540764564376
CLK4,-0.353723936134,-0.064687926007,-0.207376448916,-0.208596103686,0.129614998054,-2.4999611644,0.190141785808
CLMN,1.20857157798,1.1554038648,1.21652553701,1.1935003266,0.000258321734039,62.2064435785,0.0218920838262
CLN3,-0.22639093987,-0.756795302146,-0.0149179250566,-0.332701389024,0.270629315022,-1.50775867646,0.341857293067
CLN5,-0.037118257087,-0.166101977629,0.0956991988406,-0.0358403452919,0.682076691529,-0.474215443519,0.732756575934
CLN8,0.0272388982012,0.198457411461,-0.00791173060344,0.0725948596861,0.372797111525,1.13884842356,0.44275117471
CLNS1A,0.0593396405177,0.11707827748,0.0805782022837,0.0856653734272,0.0366233341461,5.08077974606,0.0782704104039
CLOCK,-0.00297501440487,-0.386546060598,0.00130936741817,-0.129403902528,0.420182397345,-1.00643096944,0.488801960346
CLP1,-0.158584779593,-0.274113851714,-0.188069426709,-0.206922686005,0.0269243670939,-5.97058625785,0.0650848319155
CLPB,-0.0399040092444,0.0173047116619,0.00276547183944,-0.0066112752477,0.737255203385,-0.385107879751,0.779883309375
CLPP,-0.617153094215,-0.423737904682,-0.472478289466,-0.504456429454,0.0129972236256,-8.68578028982,0.0444403765175
CLPTM1,-0.47562970139,-0.629589737049,-0.362449838637,-0.489223092359,0.0241375593114,-6.31943965426,0.0608809474414
